,total_sqft,bath,price,location,bhk
8483,1080.0,2.0,60.0,Salunke Vihar,3
8485,1200.0,3.0,68.0,Salunke Vihar,3
8489,800.0,1.0,45.0,Salunke Vihar,2
8490,720.0,1.0,33.0,Salunke Vihar,1
8491,2400.0,3.0,140.0,Salunke Vihar,4
8492,654.0,1.0,49.0,Salunke Vihar,1
8493,925.0,2.0,68.0,Salunke Vihar,2
8495,2086.0,3.0,160.0,Salunke Vihar,3
8496,1508.0,3.0,77.0,Salunke Vihar,3
8497,1150.0,2.0,40.0,Sasson Road,2
8498,1152.0,2.0,64.5,Sasson Road,2
8499,700.0,1.0,26.0,Sasson Road,2
8500,1075.0,2.0,52.0,Sasson Road,2
8501,2450.0,3.0,120.0,Sasson Road,3
8502,950.0,2.0,40.0,Sasson Road,2
8504,1198.0,2.0,58.0,Sasson Road,2
8505,1799.0,3.0,90.0,Sasson Road,3
8506,1280.0,2.0,58.0,Sasson Road,2
8507,1920.0,3.0,115.0,Sasson Road,3
8509,1200.0,3.0,85.0,Sasson Road,3
8510,1535.0,3.0,95.0,Sasson Road,3
8512,1219.0,2.0,48.0,Sasson Road,2
8514,1476.0,3.0,120.0,Sasson Road,3
8516,530.0,1.0,18.0,Sasson Road,1
8517,2200.0,3.0,180.0,Sasson Road,3
8518,1190.0,2.0,68.0,Sasson Road,2
8520,1200.0,2.0,49.5,Sasson Road,2
8521,1027.0,2.0,43.0,Sasson Road,2
8522,1050.0,2.0,48.0,Sasson Road,2
8523,1100.0,2.0,70.0,Sasson Road,2
8524,735.0,2.0,35.0,Sasson Road,2
8525,1350.0,2.0,49.0,Sasson Road,2
8527,1255.0,2.0,79.0,Sasson Road,3
8528,900.0,2.0,60.0,Sasson Road,2
8529,1205.47,2.0,81.0,Sasson Road,2
8530,1080.0,2.0,55.0,Sasson Road,2
8531,963.0,2.0,40.0,Sasson Road,2
8532,1100.0,2.0,46.0,Sasson Road,2
8533,1900.0,4.0,145.0,Sasson Road,3
8534,1436.0,3.0,70.0,Sasson Road,3
8535,1182.0,2.0,82.5,Sasson Road,2
8536,1250.0,2.0,39.0,Sasson Road,2
8537,1200.0,2.0,48.0,Sasson Road,2
8538,1096.0,2.0,48.0,Sasson Road,2
8539,755.0,1.0,42.41,Sasson Road,1
8540,2882.0,5.0,204.0,Sasson Road,4
8541,1590.0,3.0,120.0,Sasson Road,3
8543,1000.0,1.0,75.0,Sasson Road,2
8544,1205.0,2.0,40.0,Sasson Road,2
8545,1974.0,4.0,106.0,Sasson Road,4
8548,1645.0,3.0,100.0,Sasson Road,3
8549,2790.0,5.0,204.0,Sasson Road,4
8550,1130.0,2.0,60.0,Sasson Road,2
8551,2127.0,3.0,135.0,Sasson Road,3
8553,1200.0,2.0,75.0,Sasson Road,2
8554,935.0,2.0,51.5,Sasson Road,2
8556,1660.0,2.0,116.0,Sasson Road,3
8557,638.0,1.0,32.0,Sasson Road,1
8558,1230.0,2.0,70.0,Sasson Road,2
8560,1500.0,4.0,99.0,Sasson Road,3
8561,1631.0,3.0,80.0,Sasson Road,3
8562,900.0,2.0,49.0,Sasson Road,2
8564,2990.0,4.0,240.0,Sasson Road,4
8565,1283.0,2.0,68.0,Sasson Road,2
8567,1200.0,2.0,57.9,Sasson Road,2
8568,1040.0,2.0,41.59,Sasson Road,2
8569,850.0,1.0,35.5,Sasson Road,2
8570,1991.0,3.0,104.0,Sasson Road,3
8571,1250.0,2.0,70.0,Sasson Road,3
8575,656.0,2.0,25.0,Sasson Road,2
8576,1450.0,3.0,75.0,Sasson Road,3
8579,877.0,2.0,29.0,Sasson Road,2
8581,1050.0,2.0,43.5,Sasson Road,2
8582,1000.0,2.0,42.0,Sasson Road,2
8583,1016.0,2.0,45.0,Sasson Road,2
8584,1040.0,2.0,36.84,Sasson Road,2
8585,849.0,2.0,25.4,Sasson Road,2
8586,1180.0,2.0,55.0,Sasson Road,2
8587,1185.0,2.0,42.0,Sasson Road,2
8588,1172.0,2.0,75.0,Sasson Road,2
8589,860.0,2.0,28.93,Sasson Road,2
8590,1190.0,2.0,59.9,Sasson Road,2
8591,825.0,2.0,35.0,Sasson Road,2
8592,1680.0,3.0,112.0,Sasson Road,3
8593,1020.0,2.0,70.0,Sasson Road,2
8594,1164.0,2.0,64.08,Sasson Road,2
8595,458.0,1.0,33.66,Sasson Road,1
8596,957.0,2.0,55.0,Sasson Road,2
8597,1850.0,3.0,150.0,Sasson Road,3
8599,1045.0,2.0,40.65,Sasson Road,2
8600,1704.0,3.0,94.36,Sasson Road,3
8601,410.0,1.0,15.0,Sasson Road,1
8602,985.0,2.0,45.0,Sasson Road,2
8603,970.0,2.0,52.5,Sasson Road,2
8604,1100.0,3.0,53.0,Sasson Road,3
8605,1185.0,2.0,43.5,Sasson Road,2
8606,1235.0,2.0,44.5,Sasson Road,2
8608,3200.0,7.0,150.0,Sasson Road,7
8610,1573.0,3.0,115.0,Sasson Road,3
8611,2087.01,4.0,160.0,Sasson Road,3
8612,1435.0,2.0,115.0,Sasson Road,3
8613,1000.0,2.0,50.0,Sasson Road,2
8614,1165.0,2.0,51.42,Sasson Road,2
8615,1650.0,2.0,130.0,Sasson Road,3
8617,2395.0,4.0,150.0,Sasson Road,3
8618,2511.0,3.0,205.0,Satara Road,3
8620,1804.0,3.0,120.0,Satara Road,3
8622,525.0,1.0,27.25,Satara Road,1
8623,1210.0,2.0,58.0,Satara Road,2
8624,4348.5,2.0,304.0,Satara Road,4
8627,856.0,2.0,40.0,Satara Road,2
8628,2000.0,4.0,120.0,Satara Road,4
8630,1610.0,2.0,111.0,Satara Road,3
8631,1564.0,2.0,92.0,Satara Road,3
8632,1750.0,3.0,84.0,Satara Road,3
8633,1070.0,2.0,55.0,Satara Road,2
8634,1743.0,3.0,85.0,Satara Road,3
8635,1550.0,3.0,110.0,Satara Road,3
8636,950.0,1.0,50.0,Satara Road,1
8638,1139.0,2.0,56.85,Satara Road,2
8640,1370.0,2.0,75.0,Satara Road,3
8643,1365.0,2.0,73.0,Satara Road,2
8644,1570.0,3.0,105.0,Satara Road,3
8648,1500.0,3.0,100.0,Satara Road,3
8649,1530.0,2.0,97.0,Satara Road,3
8650,669.0,1.0,36.85,Satara Road,1
8651,1645.0,3.0,117.0,Satara Road,3
8652,2320.0,3.0,170.0,Satara Road,3
8654,1342.0,2.0,115.0,Satara Road,2
8655,1254.0,2.0,70.0,Satara Road,3
8657,1341.0,2.0,75.76,Satara Road,2
8658,1360.0,2.0,85.0,Satara Road,3
8659,1006.0,2.0,57.0,Satara Road,2
8660,870.0,2.0,65.0,Satara Road,2
8661,2010.0,3.0,125.0,Satara Road,4
8662,1200.0,2.0,60.0,Satara Road,2
8663,1000.0,2.0,53.0,Satara Road,2
8664,2800.0,7.0,250.0,Satara Road,7
8666,2197.0,3.0,136.0,Satara Road,3
8667,1650.0,3.0,101.0,Satara Road,3
8668,1549.0,3.0,80.0,Satara Road,3
8669,1350.0,2.0,75.0,Satara Road,3
8672,525.0,1.0,27.5,Satara Road,1
8673,1830.0,3.0,88.0,Satara Road,3
8675,1035.0,2.0,49.0,Satara Road,2
8680,1779.0,3.0,90.0,Satara Road,3
8681,1645.0,3.0,117.0,Satara Road,3
8683,775.0,1.0,39.0,Satara Road,1
8684,940.0,2.0,56.0,Satara Road,2
8685,400.0,1.0,11.5,Satara Road,1
8686,957.0,2.0,54.5,Satara Road,2
8687,770.0,1.0,70.0,Satara Road,2
8688,1170.0,2.0,59.0,Satara Road,2
8692,400.0,1.0,11.5,Satara Road,1
8693,1816.0,3.0,119.0,Satara Road,3
8694,1290.0,2.0,85.0,Satara Road,2
8695,1555.0,3.0,100.0,Satara Road,3
8696,1441.0,2.0,95.0,Satara Road,3
8700,1007.0,2.0,64.0,Satara Road,2
8701,1128.0,2.0,65.45,Satara Road,2
8702,4025.0,6.0,350.0,Satara Road,4
8703,1500.0,2.0,90.0,Satara Road,2
8704,1310.0,2.0,70.0,Satara Road,3
8705,1410.0,2.0,73.0,Satara Road,2
8707,890.0,2.0,45.0,Satara Road,2
8709,3535.0,4.0,215.0,Satara Road,4
8710,1275.0,2.0,88.0,Satara Road,3
8711,1573.0,3.0,90.0,Satara Road,3
8713,5100.0,7.0,225.0,Satara Road,6
8716,2145.0,3.0,170.0,Satara Road,3
8718,793.0,1.0,40.0,Satara Road,1
8719,2375.0,4.0,189.0,Satara Road,4
8721,1026.0,2.0,60.8,Satara Road,2
8722,5656.0,5.0,499.0,Satara Road,3
8726,1310.0,3.0,63.25,Satara Road,3
8727,1495.0,2.0,78.0,Satara Road,2
8728,2872.0,4.0,183.0,Satara Road,4
8732,1205.0,2.0,66.0,Senapati Bapat Road,2
8735,1100.0,2.0,58.0,Senapati Bapat Road,3
8736,2280.0,4.0,126.0,Senapati Bapat Road,3
8737,1691.0,3.0,113.0,Senapati Bapat Road,3
8738,400.0,1.0,11.0,Senapati Bapat Road,1
8740,1357.0,2.0,115.0,Senapati Bapat Road,2
8741,1621.0,4.0,130.0,Senapati Bapat Road,3
8743,982.0,2.0,47.65,Senapati Bapat Road,2
8744,1694.0,2.0,125.0,Senapati Bapat Road,2
8745,3430.0,6.0,228.5,Senapati Bapat Road,4
8746,1125.0,2.0,62.0,Senapati Bapat Road,2
8747,2160.0,4.0,172.0,Senapati Bapat Road,3
8748,1699.0,3.0,97.0,Senapati Bapat Road,3
8749,3067.0,4.0,230.0,Senapati Bapat Road,4
8750,1200.0,2.0,78.0,Senapati Bapat Road,2
8753,1374.0,2.0,72.0,Senapati Bapat Road,3
8756,900.0,2.0,45.0,Senapati Bapat Road,2
8757,3385.0,4.0,260.0,Senapati Bapat Road,4
8758,1200.0,2.0,79.0,Senapati Bapat Road,2
8761,1884.0,4.0,120.0,Senapati Bapat Road,4
8762,726.0,2.0,35.0,Senapati Bapat Road,2
8763,937.0,2.0,44.0,Senapati Bapat Road,2
8764,2372.0,3.0,140.0,Senapati Bapat Road,3
8765,3900.0,5.0,360.0,Senapati Bapat Road,4
8769,950.0,2.0,45.68,Senapati Bapat Road,2
8770,2400.0,3.0,190.0,Senapati Bapat Road,3
8771,1750.0,3.0,99.0,Senapati Bapat Road,3
8772,1090.0,2.0,59.8,Senapati Bapat Road,2
8773,1004.0,2.0,49.0,Senapati Bapat Road,2
8774,1339.0,2.0,71.5,Senapati Bapat Road,2
8776,1200.0,3.0,70.0,Senapati Bapat Road,3
8779,1026.0,2.0,49.95,Senapati Bapat Road,2
8784,1020.0,2.0,48.0,Senapati Bapat Road,2
8787,700.0,1.0,38.0,Senapati Bapat Road,1
8788,1150.0,2.0,58.0,Senapati Bapat Road,2
8789,1385.0,2.0,68.5,Senapati Bapat Road,3
8791,1395.0,3.0,82.0,Senapati Bapat Road,3
8792,1160.0,2.0,49.0,Senapati Bapat Road,2
8794,1200.0,2.0,52.0,Senapati Bapat Road,2
8795,1533.0,3.0,98.18,Senapati Bapat Road,3
8797,1697.0,3.0,110.0,Senapati Bapat Road,3
8798,1284.0,2.0,75.0,Senapati Bapat Road,3
8799,1200.0,2.0,60.0,Senapati Bapat Road,2
8800,780.0,2.0,72.0,Senapati Bapat Road,2
8801,1000.0,2.0,48.0,Senapati Bapat Road,2
8803,666.0,1.0,36.8,Senapati Bapat Road,1
8804,460.0,1.0,13.0,Senapati Bapat Road,1
8805,1181.0,2.0,57.0,Senapati Bapat Road,2
8807,450.0,1.0,15.0,Senapati Bapat Road,1
8808,1365.0,3.0,76.18,Senapati Bapat Road,3
8809,1609.0,3.0,115.0,Senapati Bapat Road,3
8810,1680.0,3.0,125.0,Senapati Bapat Road,3
8811,1115.0,2.0,50.0,Senapati Bapat Road,2
8812,1757.0,3.0,98.0,Senapati Bapat Road,3
8815,5384.0,5.0,420.0,Senapati Bapat Road,5
8816,1100.0,2.0,48.0,Senapati Bapat Road,2
8817,1250.0,2.0,55.0,Senapati Bapat Road,2
8818,1254.0,2.0,70.0,Senapati Bapat Road,3
8819,1157.0,2.0,72.0,Senapati Bapat Road,3
8820,612.5,1.0,27.565,Senapati Bapat Road,1
8823,3000.0,4.0,235.0,Senapati Bapat Road,4
8824,1346.0,2.0,74.03,Senapati Bapat Road,2
8825,1990.0,3.0,98.0,Senapati Bapat Road,3
8826,1102.0,2.0,53.67,Senapati Bapat Road,2
8827,1222.0,2.0,68.0,Senapati Bapat Road,3
8828,1135.0,2.0,58.0,Senapati Bapat Road,2
8829,1277.0,2.0,77.0,Senapati Bapat Road,2
8831,1639.5,3.0,92.63,Senapati Bapat Road,3
8832,760.0,2.0,37.49,Senapati Bapat Road,2
8833,1220.0,2.0,89.0,Senapati Bapat Road,2
8834,675.0,1.0,35.0,Senapati Bapat Road,1
8835,1750.0,3.0,120.0,Senapati Bapat Road,3
8836,1920.0,3.0,122.0,Senapati Bapat Road,3
8837,1400.0,2.0,78.0,Senapati Bapat Road,3
8841,1314.0,2.0,80.0,Senapati Bapat Road,2
8844,1500.0,2.0,82.0,Senapati Bapat Road,3
8846,2215.0,4.0,152.0,Senapati Bapat Road,3
8847,4400.0,6.0,250.0,Shaniwar Peth,6
8848,1500.0,3.0,100.0,Shaniwar Peth,3
8849,1868.0,3.0,131.0,Shaniwar Peth,3
8850,1075.0,2.0,60.0,Shaniwar Peth,2
8851,1020.0,2.0,63.0,Shaniwar Peth,2
8852,1780.0,4.0,175.0,Shaniwar Peth,4
8854,1341.0,2.0,97.0,Shaniwar Peth,2
8856,1047.0,2.0,82.0,Shaniwar Peth,2
8858,1200.0,3.0,68.4,Shaniwar Peth,3
8859,1610.0,3.0,90.0,Shaniwar Peth,3
8860,1700.0,2.0,150.0,Shaniwar Peth,2
8861,1100.0,2.0,37.1,Shaniwar Peth,2
8862,2200.0,4.0,235.0,Shaniwar Peth,4
8863,1296.0,2.0,75.0,Shaniwar Peth,2
8864,1200.0,2.0,67.0,Shaniwar Peth,2
8866,1161.0,2.0,55.15,Shaniwar Peth,2
8867,1929.0,4.0,103.0,Shaniwar Peth,3
8868,1233.0,2.0,77.65,Shaniwar Peth,2
8869,1060.0,2.0,55.0,Shaniwar Peth,2
8871,1065.0,2.0,50.0,Shaniwar Peth,2
8872,1754.0,3.0,124.0,Shaniwar Peth,3
8873,1150.0,2.0,54.0,Shaniwar Peth,2
8874,1420.0,2.0,99.39,Shaniwar Peth,2
8875,1105.0,2.0,49.73,Shaniwar Peth,2
8876,794.0,1.0,60.0,Shaniwar Peth,1
8877,1700.0,3.0,90.0,Shaniwar Peth,3
8878,1370.0,2.0,75.0,Shaniwar Peth,3
8880,1700.0,4.0,108.0,Shaniwar Peth,4
8881,1110.0,2.0,40.0,Shaniwar Peth,2
8882,1500.0,3.0,149.0,Shaniwar Peth,3
8883,1075.0,2.0,60.0,Shaniwar Peth,2
8884,1200.0,2.0,58.0,Shaniwar Peth,2
8885,1115.0,2.0,40.0,Shaniwar Peth,2
8886,1594.0,3.0,125.0,Shaniwar Peth,3
8887,1100.0,2.0,49.0,Shaniwar Peth,2
8888,645.0,1.0,16.45,Shaniwar Peth,1
8889,1143.0,2.0,55.0,Shaniwar Peth,2
8890,1922.0,3.0,106.0,Shaniwar Peth,3
8891,1295.0,2.0,95.0,Shaniwar Peth,2
8892,940.0,2.0,49.0,Shaniwar Peth,2
8893,938.0,2.0,35.0,Shaniwar Peth,2
8896,1128.0,2.0,65.7,Shaniwar Peth,2
8897,2000.0,3.0,145.0,Shaniwar Peth,3
8898,1277.0,2.0,59.0,Shaniwar Peth,2
8900,2400.0,5.0,285.0,Shaniwar Peth,5
8901,929.0,2.0,56.0,Shaniwar Peth,2
8902,1678.0,3.0,92.13,Shaniwar Peth,3
8903,1198.0,2.0,54.0,Shaniwar Peth,2
8904,1012.0,2.0,64.0,Shaniwar Peth,2
8905,937.0,2.0,30.0,Shaniwar Peth,2
8907,990.0,2.0,35.0,Shaniwar Peth,2
8908,1200.0,2.0,100.0,Shaniwar Peth,3
8909,2000.0,3.0,105.0,Shaniwar Peth,3
8911,1457.0,3.0,85.0,Shaniwar Peth,3
8912,1100.0,2.0,68.0,Shaniwar Peth,2
8914,1250.0,2.0,47.0,Shaniwar Peth,2
8915,870.0,2.0,38.0,Shaniwar Peth,2
8916,2600.0,3.0,199.0,Shaniwar Peth,3
8917,1000.0,2.0,40.0,Shaniwar Peth,2
8918,1194.0,2.0,47.0,Shaniwar Peth,2
8919,1183.0,2.0,77.25,Shaniwar Peth,2
8920,3293.0,5.0,425.0,Shaniwar Peth,4
8922,1161.0,2.0,36.69,Shaniwar Peth,2
8923,1000.0,2.0,55.0,Shaniwar Peth,2
8924,1364.0,2.0,64.79,Shaniwar Peth,2
8925,770.0,1.0,35.0,Shaniwar Peth,2
8929,1057.0,2.0,30.0,Shaniwar Peth,2
8930,1825.0,3.0,145.0,Shaniwar Peth,3
8931,1027.0,2.0,44.0,Shaniwar Peth,2
8932,991.0,2.0,64.0,Shaniwar Peth,2
8933,1738.0,2.0,57.35,Shaniwar Peth,2
8934,1180.0,2.0,72.0,Shaniwar Peth,2
8935,1187.0,2.0,38.0,Shaniwar Peth,2
8936,1450.0,2.0,90.0,Shaniwar Peth,2
8937,2040.0,3.0,114.0,Shaniwar Peth,3
8938,1179.0,2.0,51.0,Shaniwar Peth,2
8939,1322.0,2.0,70.0,Shaniwar Peth,2
8940,1170.0,2.0,53.11,Shaniwar Peth,2
8941,1070.0,2.0,55.0,Shaniwar Peth,2
8942,1720.0,3.0,224.0,Shaniwar Peth,3
8943,760.0,2.0,38.5,Shaniwar Peth,2
8945,1155.0,2.0,39.0,Shaniwar Peth,2
8947,1100.0,2.0,62.0,Shaniwar Peth,2
8948,1074.0,2.0,42.8,Shaniwar Peth,2
8949,5000.0,4.0,300.0,Shaniwar Peth,4
8951,1116.0,2.0,51.91,Shaniwar Peth,2
8952,1197.0,2.0,76.0,Shaniwar Peth,2
8955,1085.0,2.0,34.2,Shaniwar Peth,2
8958,950.0,2.0,60.0,Shaniwar Peth,2
8959,1260.0,2.0,100.0,Shaniwar Peth,2
8961,1173.0,2.0,78.2,Shaniwar Peth,2
8963,1667.0,3.0,130.0,Shaniwar Peth,3
8964,1660.0,2.0,105.0,Shivaji Nagar,3
8965,883.0,2.0,45.0,Shivaji Nagar,2
8966,930.0,2.0,39.0,Shivaji Nagar,2
8967,1100.0,2.0,50.0,Shivaji Nagar,2
8968,1056.0,2.0,80.0,Shivaji Nagar,2
8969,3385.0,5.0,260.0,Shivaji Nagar,4
8970,1279.0,2.0,77.0,Shivaji Nagar,2
8971,1282.0,2.0,87.0,Shivaji Nagar,2
8973,1225.0,2.0,55.11,Shivaji Nagar,2
8974,1140.0,2.0,43.0,Shivaji Nagar,2
8975,1330.0,2.0,71.0,Shivaji Nagar,2
8976,950.0,2.0,39.0,Shivaji Nagar,2
8978,1500.0,3.0,95.0,Shivaji Nagar,3
8979,1800.0,1.0,128.0,Shivaji Nagar,2
8980,1480.0,3.0,90.0,Shivaji Nagar,3
8981,1525.0,3.0,100.0,Shivaji Nagar,3
8982,1255.0,2.0,65.26,Shivaji Nagar,2
8983,1170.0,2.0,105.0,Shivaji Nagar,2
8984,1030.0,2.0,61.0,Shivaji Nagar,2
8985,1847.0,3.0,110.0,Shivaji Nagar,3
8987,1015.0,2.0,56.0,Shivaji Nagar,2
8991,1090.0,2.0,54.54,Shivaji Nagar,2
8992,1290.0,2.0,94.5,Shivaji Nagar,3
8993,1682.0,3.0,120.0,Shivaji Nagar,3
8994,1027.0,2.0,43.0,Shivaji Nagar,2
8995,1000.0,2.0,65.3,Shivaji Nagar,2
8996,1128.0,2.0,48.79,Shivaji Nagar,2
8997,1308.0,2.0,83.0,Shivaji Nagar,2
8998,1790.0,3.0,105.0,Shivaji Nagar,3
8999,2987.5,5.0,191.0,Shivaji Nagar,4
9000,2500.0,5.0,120.0,Shivaji Nagar,5
9001,3900.0,4.0,333.0,Shivaji Nagar,4
9002,1936.0,3.0,118.0,Shivaji Nagar,3
9003,965.0,2.0,67.0,Shivaji Nagar,2
9004,1098.0,2.0,74.0,Shivaji Nagar,2
9005,1280.0,2.0,80.0,Shivaji Nagar,2
9006,450.0,1.0,25.0,Shivaji Nagar,1
9007,1418.0,2.0,104.0,Shivaji Nagar,2
9008,850.0,2.0,35.0,Shivaji Nagar,2
9009,1236.0,2.0,61.33,Shivaji Nagar,2
9011,1987.0,4.0,165.0,Shivaji Nagar,3
9012,1410.0,2.0,80.0,Shivaji Nagar,3
9013,1190.0,2.0,70.0,Shivaji Nagar,2
9014,1469.0,3.0,89.0,Shivaji Nagar,3
9015,1490.0,2.0,115.0,Shivaji Nagar,3
9016,1050.0,2.0,48.0,Shivaji Nagar,2
9017,845.0,2.0,43.0,Shivaji Nagar,2
9018,2225.0,3.0,149.0,Shivaji Nagar,3
9019,1232.0,2.0,66.0,Shivaji Nagar,2
9020,1800.0,4.0,68.0,Shivaji Nagar,5
9021,1194.0,2.0,47.0,Shivaji Nagar,2
9022,2400.0,2.0,180.0,Shivaji Nagar,3
9023,1540.0,3.0,90.0,Shivaji Nagar,3
9024,1040.0,2.0,50.0,Shivaji Nagar,2
9025,2400.0,6.0,98.0,Shivaji Nagar,6
9026,1120.0,2.0,50.0,Shivaji Nagar,2
9027,1595.0,3.0,120.0,Shivaji Nagar,3
9028,1820.0,3.0,150.0,Shivaji Nagar,3
9030,1250.0,2.0,110.0,Shivaji Nagar,2
9031,1652.0,3.0,110.0,Shivaji Nagar,3
9032,1174.0,2.0,47.0,Shivaji Nagar,2
9033,1050.0,2.0,75.0,Shivaji Nagar,2
9034,1200.0,2.0,86.0,Shivaji Nagar,2
9035,1633.0,2.0,72.0,Shivaji Nagar,2
9036,1300.0,2.0,78.0,Shivaji Nagar,2
9037,1180.0,2.0,59.47,Shivaji Nagar,2
9038,1076.0,2.0,50.0,Shivaji Nagar,2
9040,1220.0,2.0,63.0,Shivaji Nagar,2
9041,2600.0,3.0,195.0,Shivaji Nagar,3
9042,1680.0,3.0,122.0,Shivaji Nagar,3
9043,1489.0,2.0,101.0,Shivaji Nagar,2
9045,662.0,1.0,38.0,Shivaji Nagar,1
9046,1315.0,2.0,50.0,Shivaji Nagar,2
9047,1130.0,2.0,75.0,Shivaji Nagar,2
9048,1150.0,2.0,72.0,Shivaji Nagar,2
9049,1084.0,2.0,53.0,Shivaji Nagar,2
9050,2215.0,4.0,154.0,Shivaji Nagar,3
9051,1315.0,2.0,60.48,Shivaji Nagar,2
9052,1160.0,2.0,57.0,Shivaji Nagar,2
9053,1420.0,2.0,62.0,Shivaji Nagar,2
9054,1450.0,2.0,90.0,Shivaji Nagar,3
9055,2400.0,5.0,150.0,Shivaji Nagar,5
9058,1200.0,1.0,65.0,Shivaji Nagar,1
9059,1820.0,3.0,140.0,Shivaji Nagar,3
9060,1200.0,2.0,46.13,Shivaji Nagar,2
9061,1192.0,2.0,75.0,Shivaji Nagar,2
9062,644.0,1.0,32.0,Shivaji Nagar,1
9063,1050.0,2.0,43.0,Shivaji Nagar,2
9064,1152.0,2.0,55.0,Shivaji Nagar,2
9065,1400.0,3.0,98.0,Shivaji Nagar,3
9066,760.0,1.0,50.4,Shivaji Nagar,1
9067,2100.0,3.0,147.0,Shivaji Nagar,4
9069,1215.0,2.0,43.75,Shivaji Nagar,2
9070,1190.0,2.0,55.0,Shivaji Nagar,2
9071,1270.0,2.0,52.0,Shivaji Nagar,2
9072,3203.5,2.0,224.5,Shukrawar Peth,4
9073,400.0,1.0,14.0,Shukrawar Peth,1
9074,1380.0,2.0,60.0,Shukrawar Peth,2
9075,595.0,1.0,33.32,Shukrawar Peth,1
9079,1020.0,2.0,45.9,Shukrawar Peth,2
9080,1800.0,3.0,90.0,Shukrawar Peth,3
9081,2400.0,4.0,200.0,Shukrawar Peth,4
9083,2500.0,3.0,135.0,Shukrawar Peth,3
9085,1600.0,2.0,80.0,Shukrawar Peth,3
9086,2800.0,2.0,200.0,Shukrawar Peth,3
9089,500.0,1.0,20.0,Shukrawar Peth,1
9091,1775.0,3.0,110.0,Shukrawar Peth,3
9093,1760.0,3.0,145.0,Shukrawar Peth,3
9094,1448.0,2.0,68.0,Shukrawar Peth,2
9095,1340.0,2.0,61.0,Shukrawar Peth,2
9096,1850.0,4.0,139.0,Shukrawar Peth,3
9097,2200.0,4.0,195.0,Shukrawar Peth,4
9098,812.0,1.0,26.0,Shukrawar Peth,1
9100,1200.0,2.0,50.0,Shukrawar Peth,2
9101,1700.0,3.0,88.0,Shukrawar Peth,3
9103,3600.0,5.0,220.0,Shukrawar Peth,4
9104,1318.0,2.0,85.28,Shukrawar Peth,3
9105,1371.0,2.0,65.0,Shukrawar Peth,3
9108,1450.0,3.0,77.41,Shukrawar Peth,3
9110,1020.0,2.0,45.0,Shukrawar Peth,2
9111,3216.0,5.0,300.0,Shukrawar Peth,4
9112,2400.0,4.0,200.0,Shukrawar Peth,3
9114,883.0,2.0,40.95,Shukrawar Peth,2
9115,1070.0,2.0,45.5,Shukrawar Peth,2
9116,2155.0,3.0,125.0,Shukrawar Peth,4
9117,1100.0,2.0,70.0,Shukrawar Peth,2
9119,1679.0,3.0,92.13,Shukrawar Peth,3
9120,1310.0,2.0,68.0,Shukrawar Peth,3
9121,1766.0,3.0,130.0,Shukrawar Peth,3
9122,1265.0,2.0,67.0,Shukrawar Peth,2
9124,1305.0,2.0,75.0,Shukrawar Peth,2
9126,1125.0,2.0,65.0,Shukrawar Peth,2
9127,900.0,2.0,41.0,Shukrawar Peth,2
9128,1216.0,2.0,69.0,Shukrawar Peth,2
9129,4856.0,5.0,410.0,Shukrawar Peth,4
9130,1485.0,2.0,96.51,Shukrawar Peth,2
9131,1022.0,2.0,57.0,Shukrawar Peth,2
9132,1075.0,2.0,55.0,Shukrawar Peth,2
9133,1100.0,2.0,66.0,Shukrawar Peth,2
9134,1250.0,2.0,68.75,Shukrawar Peth,3
9138,525.0,1.0,26.0,Shukrawar Peth,1
9140,3600.0,9.0,240.0,Shukrawar Peth,9
9141,425.0,1.0,15.0,Shukrawar Peth,1
9142,1100.0,2.0,52.0,Shukrawar Peth,2
9143,1153.0,2.0,56.7,Shukrawar Peth,2
9144,1820.0,3.0,85.0,Shukrawar Peth,3
9145,1295.0,2.0,55.47,Shukrawar Peth,2
9146,1050.0,2.0,65.0,Shukrawar Peth,2
9148,1800.0,3.0,130.0,Shukrawar Peth,3
9149,1052.0,2.0,51.0,Shukrawar Peth,2
9150,1265.0,2.0,65.0,Shukrawar Peth,3
9153,799.0,2.0,35.0,Shukrawar Peth,2
9154,1200.0,2.0,54.0,Shukrawar Peth,2
9155,1200.0,2.0,110.0,Shukrawar Peth,2
9156,1270.0,2.0,73.0,Shukrawar Peth,2
9157,2774.0,4.0,197.0,Shukrawar Peth,4
9159,1478.0,2.0,125.0,Shukrawar Peth,2
9161,1100.0,2.0,48.0,Shukrawar Peth,2
9163,1100.0,2.0,65.0,Shukrawar Peth,2
9168,1800.0,3.0,95.0,Shukrawar Peth,3
9169,1530.0,3.0,87.0,Shukrawar Peth,4
9170,2425.0,5.0,175.0,Shukrawar Peth,4
9172,1449.0,3.0,110.0,Shukrawar Peth,3
9175,965.0,2.0,54.0,Shukrawar Peth,2
9176,1201.0,2.0,80.0,Shukrawar Peth,2
9177,1150.0,2.0,48.5,Shukrawar Peth,2
9178,1053.0,2.0,44.0,Shukrawar Peth,2
9180,1325.0,2.0,59.0,Shukrawar Peth,2
9181,1194.0,2.0,57.0,Shukrawar Peth,2
9182,1080.0,2.0,49.0,Shukrawar Peth,2
9183,1570.0,2.0,95.0,Shukrawar Peth,3
9184,2503.0,3.0,138.0,Shukrawar Peth,3
9185,1250.0,2.0,75.0,Shukrawar Peth,2
9186,1081.0,2.0,60.0,Shukrawar Peth,2
